id,words
B1ON-Veh6p0,close up of sign
B1ON023igUn,man standing in front of lake
B1ON0NtoWQ3,man standing in front of green field
B1ON0sfI_xW,man smiling for the camera
B1ON0TFo_oz,pair of legs wearing black shoes
B1ON0WRiGJ4,plate of food on table
B1ON2ltCdPt,black dog walking through forest
B1ON2luDtTa,person posing for the camera
B1ON2m3g-ee,fireworks in the sky
B1ON3aQnUWw,person posing for the camera
B1ON3HKo5fd,close up of map
B1ON3NlhYdj,close up of ride
B1ON41GhqZy,man in white shirt
B1ON4o8FaEo,man standing next to tree
B1ON4oPhgM2,watch on persons arm
B1ON5eJIWnE,group of people posing for photo
B1ON6kJgUk3,man standing in front of mountain
B1ON6RZBV08,young girl standing in front of building
B1ON73eo-6i,herd of cattle grazing on lush green field
B1ON7FPot8h,little girl that is standing in the grass
B1ON7gugBE3,group of people posing for the camera
B1ON7s-BLve,plate of food on table
B1ON8cRhj1r,man standing in front of brick wall
B1ON9WIgxuV,man and woman taking selfie
B1ONaCEFaAE,woman brushing her hair in front of mirror posing for the camera
B1ONaPajVxM,man holding phone
B1ONaqIA20N,person holding sign posing for the camera
B1ONbhbokj7,person standing posing for the camera
B1ONbHlIFqh,woman standing next to tree
B1ONbQ7ngA-,train crossing bridge over body of water
B1ONeC6AcTS,group of people standing next to bicycle
B1ONecnn3PJ,close up of bottle
B1ONeHmFAl3,person posing for the camera
B1ONelvo7Qn,man standing next to body of water
B1ONf-VlWwi,woman sitting on table
B1ONfJSI9PA,woman smiling for the camera
B1ONfjZItkL,dirt path next to body of water
B1ONfl7IQ-o,woman standing next to body of water
B1ONfPCH91J,woman standing in front of mirror posing for the camera
B1ONgCSHv8J,close up of text on black background
B1ONgJRHZc2,person that is standing in the grass
B1ONgXKnfVL,woman wearing sunglasses posing for the camera
B1ONhjnBlZI,young man riding skateboard down street
B1ONhZFn9ml,close up of device
B1ONiCuCICN,person wearing sunglasses
B1ONjDKgPrk,close up of text on white background
B1ONjKIjrip,person lifting weights
B1ONjl6HwA2,woman standing in front of body of water
B1ONjvcoNQ-,screenshot of cell phone
B1ONl8GgvSX,boat on body of water
B1ONld3IrL8,screenshot of cell phone
B1ONm7aI3un,woman standing next to fence
B1ONmsInDDX,group of people posing for the camera
B1ONnjhoLxO,young man wearing sunglasses posing for the camera
B1ONnKon5AU,group of people posing for the camera
B1ONnw8AvDW,person standing in pool of water
B1ONo5VBN-Z,person standing posing for the camera
B1ONoLbHNBl,group of people standing in front of crowd posing for the camera
B1ONoxWgD8u,person posing for the camera
B1ONpgLhLm6,group of people sitting around car
B1ONprhH5Gq,dog and cat sleeping on top of table
B1ONqj4IKj6,man standing in front of mirror posing for the camera
B1ONrjBF4IF,screenshot of cell phone
B1ONrSro-D7,woman smiling and posing for the camera
B1ONruYBIIA,body of water
B1ONs_WoY54,person posing for the camera
B1ONt9Zhkn2,bag of luggage sitting on top of suitcase
B1ONti9IT_B,pair of red shoes
B1ONtOrAYJL,group of people posing for the camera
B1ONugwIWxo,person with long hair and sunset in the background
B1ONum3nzWa,person standing on beach near body of water
B1ONvFSBP50,man in yellow shirt walking
B1ONvTHHDmq,herd of cattle standing on top of dirt field
B1ONW1_oGav,close up of child wearing hat and sunglasses
B1ONWbXIKM8,man standing next to body of water
B1ONWJVA84u,view of snow covered mountain
B1ONwO-ieWw,tree in forest
B1ONwo0hPkS,group of men posing for photo
B1ONWZQIW9d,body of water next to the ocean
B1ONxnCCG0U,man sitting in tree
B1ONXW-Hjg2,man and woman walking down street
B1ONx_Doh42,rocky hill side
B1ONy3OIslm,person jumping in the air
B1ONY9QBJgZ,person standing in front of fence
B1ONYh4CIxt,group of stuffed animals sitting on top of wooden table
B1ONyOlHyBi,person posing for the camera
B1ONYTMHF02,group of people standing in front of crowd
B1ONyuPHMnM,group of people standing in front of crowd posing for the camera
B1ONyV5gKx9,woman wearing hat and smiling at the camera
B1ONZbJhlMB,group of clouds in the sky
B1ONZbWijTt,girl in pool of water
B1ONzefhdUa,man standing on beach
B1ONzemjqcD,group of people playing football on field
B1ONzGPoSOn,man doing trick on rail
B1ONZjCIN8i,person and dog on leash
B1ON_4xHgXi,close up of map
B1ON_5Vn30H,man standing in front of building
B1ON_rdAn2Q,person standing in front of mirror posing for the camera
B1OO-aeITBa,person walking across grass covered field
B1OO-WqBOCc,man standing in front of brick building
B1OO-yXAapx,path with trees on the side of hill
B1OO0fXIRSB,tree in forest
B1OO1qZC50M,path with trees on the side of dirt road
B1OO2hmivso,blue and white shoes
B1OO2JAjkgp,person wearing costume
B1OO2pzH-g-,screenshot of cell phone
B1OO2Ryl_xQ,dirt path in forest
B1OO2wEAmM-,man standing on top of mountain
B1OO3YghA59,close up of dog
B1OO4ySHkYS,group of people posing for photo
B1OO7BtiPHm,young boy holding baseball bat on field
B1OO7mRBzmL,close up of map
B1OO7xiIH4-,chain link fence
B1OO7Ysh0Bh,person posing for the camera
B1OO82DnYNV,close up of sign
B1OO8dpijln,man standing in front of building
B1OO8DxAC0j,view of city
B1OO927D1By,close up of map
B1OOA4cnzCj,group of people standing on top of grass covered field
B1OOAKehUb2,bunch of items that are on display
B1OOBOkovF1,group of people walking down the street
B1OOC5ugmdg,person standing in front of sign
B1OOCOPgi7C,close up of map
B1OODdVo3kf,group of kids in grassy area
B1OOdfJHzbU,woman sitting in park
B1OOdnnhR0o,close up of bicycle
B1OODOmh-ky,group of people swimming in body of water
B1OOetoHoCv,person standing in front of crowd
B1OOeUtFuc1,person wearing dress
B1OOe_8gymP,group of people in field
B1OOf0BgU9c,man that is standing in the grass
B1OOg0AChtV,helicopter flying in the sky
B1OOghMFurT,clock that is on pole
B1OOgmtBkVG,close up of food
B1OOgsrhG2h,view of the side of road
B1OOgtxFIoZ,person on court with racket
B1OOgY7i4Er,woman standing next to fence
B1OOi1TgL0H,car parked in parking lot
B1OOjXcnqL8,man riding horse in field
B1OOlELAXd9,person wearing black suit
B1OOLlbBbd2,man riding wave on surfboard in the ocean
B1OOlm8gDV_,man looking at the camera
B1OOmfMCta3,group of people posing for the camera
B1OOmQvgZEw,group of people riding skis on snowy surface
B1OOnE-BfXu,close up of bird
B1OOOcRAK0e,woman sitting on bench
B1OOoiTnbWG,man holding sign
B1OOoRnHCj7,group of people standing in field
B1OOostI5MK,woman wearing red shirt
B1OOPfsicdf,close up of map
B1OOQ5FBand,person standing in front of mountain
B1OOQcpoy-0,man lying on top of mountain
B1OOQjwIDyQ,man playing game of football
B1OOqrVoxEf,person posing for the camera
B1OOrcRIzb8,close up of sign
B1OORF_C5Jq,woman throwing frisbee at beach
B1OORgQB9nf,train on steel track
B1OOrRyDOUD,woman standing next to fence
B1OOrSzIZZL,young man standing in front of lake
B1OORyOh_GF,screenshot of video game
B1OOs62nK-h,person sitting on bench
B1OOscsgUhI,stone building that has bridge in the background
B1OOSgqlHdf,man wearing sunglasses and dog posing for the camera
B1OOTEaAHUW,close up of text on black background
B1OOtqpDPd0,close up of toy
B1OOU-doQdJ,sign on the side of the road
B1OOu24B-lI,bunch of items that are on table
B1OOu5sHquC,person sitting on bench
B1OOua6oF3k,woman standing in room
B1OOUDkHqUz,close up of text on white background
B1OOUsjDXSX,woman wearing hat and sunglasses
B1OOuvLgM2p,sign on the side of road
B1OOuw7H28D,large building
B1OOV4snG6J,river with city in the background
B1OOvBCC6kA,close up of map
B1OOvGDBnoO,close up of sign
B1OOvKBAJrR,close up of sign
B1OOvWdl7aX,woman holding sign posing for the camera
B1OOW-iAZO1,large body of water
B1OOWABhwxH,path with trees on the side of road
B1OOXACoFQi,person standing on top of mountain
B1OOXxXAQJJ,group of people standing in front of crowd posing for the camera
B1OOXY4B0Qe,woman standing next to fence
B1OOYN3AZzm,man riding on top of mountain
B1OOZ2xohy0,person holding sign posing for the camera
B1OOZihgFvs,group of people on beach
B1OO_75nYwf,person walking down road
B1OO_7_HazM,group of people in front of building
B1OO_9-neqP,woman in red dress standing in front of building
B1OO_xgIc4d,man standing on rocky hill
B1OPA6ZDHGz,close up of toy
B1OPA9xFYsR,group of people posing for the camera
B1OPAbPhg32,close up of map
B1OPAo6ILqM,person standing next to body of water
B1OPAw9g3OE,woman posing for picture
B1OPBdnBok8,person standing next to body of water
B1OPBfoCYKL,red fire hydrant sitting in the grass
B1OPBwHIqJw,close up of coffee cup
B1OSjOUhq8w,woman is walking down the street
B1OT7qVgqKD,red white and blue shoes
B1OVMpxhGP1,person standing in front of bicycle leaning against blue sky
B1OWcsiHhJe,person walking down street
Bb1k1C_lFsV,body of water with mountain in the background
Bj2Chnllz3S,bunch of pink flowers
BoET2YRiiCe,man sitting in front of mountain
BoFB8pLClvJ,man wearing sunglasses with mountain in the background
BQ8EyW4gdu_,screenshot of video game
BR0Mzzhgl-7,drawing of cartoon character
Bugm2NJl0Jk,man standing in front of mirror posing for the camera
Bv9L-6cFOzc,vase filled with pink flowers
BvNdRBHBWqy,person jumping up in the air
BvtkLNNlh47,man holding guitar
Bwdq2bABFU5,person riding bike down dirt road
BxkIP62o5wk,group of people posing for photo
BxoZanzhui-,man riding bike down dirt road
BxZtaGDhW9j,person standing in front of sign
Bx_axINhlop,man wearing red hat
By47gI9I0xr,man riding skateboard up the side of road
By9Y4ToicGq,person holding sign posing for the camera
ByaKhdMivU3,group of people posing for the camera
Bye3z9NiUSn,man wearing sunglasses taking selfie in body of water
BYgX44OAaaD,close up of logo
ByGZb0uCAbV,rocky hill
BykAaVBCSAn,man standing in front of mirror posing for the camera
BYkhAdMA7pS,screenshot of video game
ByU2AlSIMNe,person standing next to car
ByXnUH3ogJk,man riding skateboard up the side of road
ByzxK_HIrAP,woman standing in front of mountain
BzFvv1KIo1z,woman that is standing in the snow
BZG7yrHgjDZ,screenshot of video game
BzJdv3nJxRa,person standing in front of fence
BzPnPxap0oP,person walking down the street
BzVAs1LCmZ4,close up of sign
Bzx0SszCWb1,group of people walking down the street
BzXx2PGIxJm,person standing on rocky hill
yvXJM2oEAv,man wearing suit and tie
